gene_id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64
ENSG00000180697	-10.6491585	3.9185946	0.2936116	0.20397078	-1.2260408	-0.1751838	-0.080790676	-1.0524473	-0.909829	-2.4407299	-2.0216339	1.3314782	-2.7605598	3.482649	9.778948	-5.921823	0.17907606	0.92872494	-1.5265075	3.0299575	2.6912959	1.6258867	0.55952305	0.17291977	-0.015989004	1.0320754	0.8610661	0.3138338	0.41906905	0.015637565	-1.1418958	0.47187597	-0.890813	-0.0026800313	0.3493142	0.25195426	0.21263571	-0.44934037	0.37816936	-0.10628138	0.20738967	-0.1249342	-0.27709982	-0.051460687	0.1740525	0.15868655	-0.112175	-0.43166307	-0.07609027	-0.265406	-0.5435368	0.11200285	0.4475915	-0.03530591	-0.24800606	0.068134256	0.37397033	0.17869915	-0.44416183	-0.1399658	-0.54337335	0.43467632	0.43313578	0.63641644
ENSG00000245970	-4.8018117	-0.53459585	0.6725987	0.3240315	-0.4943693	-0.14473598	0.05446702	-0.95197123	0.69766754	-0.40443125	-0.25648248	-0.9715227	-0.9199435	-0.93948776	-1.30419	0.6920116	-0.30703723	0.1227161	-0.3607614	0.9150615	0.40763748	0.12892272	-0.30098736	-0.50642663	0.36724758	-1.5694093	-0.57000685	-1.026072	-0.046919852	-0.11876114	0.11132791	-1.083191	-0.15446366	0.11976105	0.11296557	0.47149703	0.7865665	0.7590926	-0.6434224	-0.04676702	-0.15093906	-0.49769247	-0.16402942	0.03134767	-0.65384585	-0.3589963	0.77384806	0.039763313	0.12431732	0.15751468	-0.32677573	-0.006989198	-0.073039785	0.14023353	-0.49151242	0.0081803035	0.1283643	-0.3199238	0.22850898	0.2630556	0.35136762	-0.19803359	-0.3229649	0.48926714
ENSG00000250699	-12.502817	2.5480618	0.24814028	-0.7453209	0.069360085	-0.025701081	-0.105300024	-0.11906884	0.92640305	-0.28494096	0.05303177	-1.0866696	-0.1759346	-1.0144299	-1.1137637	0.4171741	-0.45621666	0.7476578	-0.15534444	-0.55331165	0.5347504	0.05221198	-0.124873914	0.0647675	0.31731108	0.20329057	0.33098528	0.32659876	0.12597002	-0.062173136	-0.30217263	-0.0449374	-0.017696224	0.21579242	-0.17554982	0.023435999	0.025119813	-0.0241701	0.15275492	-0.045451496	0.040044826	-0.00055767904	-0.11353318	-0.099580966	0.034106962	0.041260507	-0.1338859	-0.04768674	0.020992206	-0.09024427	-7.230167e-05	-0.0563069	0.10513497	0.08979856	0.1505024	0.019949643	0.08778495	-0.06560826	-0.00681701	-0.022211341	-0.04628102	-0.035287876	0.06256604	0.0030300792
ENSG00000178503	-12.650657	2.533005	0.25713766	-0.78191537	0.11782537	-0.019814009	-0.10670366	-0.07441813	0.99597657	-0.28303787	0.052417655	-1.1417853	-0.1371695	-1.0917237	-1.246218	0.4670137	-0.44907337	0.7693908	-0.13883993	-0.6060415	0.5367746	0.05117245	-0.13923131	0.072455764	0.34861737	0.22236204	0.3282538	0.31520334	0.11448949	-0.06148915	-0.29152086	-0.035380866	-0.0022658992	0.21679765	-0.19585267	0.016509356	0.03342753	-0.04769323	0.16956507	-0.04738477	0.045868497	0.036823705	-0.13087681	-0.1105757	0.030203357	0.034706533	-0.13426892	-0.050436914	0.027061602	-0.0796157	0.01070793	-0.059661604	0.09848263	0.09099612	0.15398823	0.024442438	0.08356869	-0.06357729	-0.000936543	-0.021668307	-0.049321085	-0.035248574	0.068396844	0.004108242
ENSG00000271308	-12.630982	2.551708	0.2583051	-0.77149874	0.09982949	-0.021672416	-0.10586693	-0.08671849	0.97461057	-0.30875537	0.025741637	-1.1112992	-0.16958894	-1.0370388	-1.114805	0.39029115	-0.44159818	0.77132106	-0.15501139	-0.5654757	0.5639712	0.068424165	-0.12809962	0.07952941	0.3503306	0.23161614	0.33332008	0.31229848	0.11740049	-0.060684003	-0.30071887	-0.032101847	-0.011410529	0.21489672	-0.19088128	0.017986273	0.03411724	-0.049858566	0.17060238	-0.047269143	0.047894403	0.033527736	-0.1309003	-0.10887346	0.03224018	0.034404624	-0.13262591	-0.05259603	0.026038814	-0.080668114	0.006717517	-0.05976937	0.09888542	0.09210867	0.15591365	0.023197021	0.081021786	-0.06614584	0.00047069136	-0.01781924	-0.046158005	-0.037878316	0.06438306	0.00026475816
ENSG00000067646	-8.725032	1.9249328	-0.049904753	-0.0096713975	-0.06218155	-0.294956	-0.038938176	-0.3604511	0.46482226	-0.23818693	-0.029873641	-0.7762545	0.14037655	-0.5412129	0.3704626	-0.46301493	-0.26556975	0.43682104	0.017789697	-0.043707255	0.42490935	0.13170029	0.110249445	0.025196949	-0.1457302	-0.052401073	-0.059683695	-0.0598703	0.04691063	-0.040249426	-0.43558344	0.42929557	0.17303187	0.028127158	0.059324574	-0.07426399	0.38327524	0.47869247	-0.35199112	0.0010007542	-0.35403442	-0.11671451	0.19866778	-0.86526406	-0.11680042	0.3192047	-1.4859874	0.32864594	-0.4284652	0.44012466	0.15931526	0.116071515	-0.68375885	0.5921036	0.23217931	-0.18674819	-0.96963274	-0.104209535	0.029882155	0.37723556	-0.2878327	-0.5583156	0.08773181	0.2203712
ENSG00000231032	-12.6582775	2.5327609	0.2580077	-0.78523326	0.117669284	-0.019787697	-0.10667225	-0.07328303	0.9991982	-0.28161943	0.052394465	-1.1442994	-0.13535854	-1.0960987	-1.2526623	0.47011408	-0.44979122	0.77053595	-0.13830541	-0.6084201	0.5373629	0.050564762	-0.13924433	0.07272121	0.35035375	0.22312102	0.32877478	0.3153146	0.114048555	-0.061517853	-0.29168594	-0.03451875	-0.0018332236	0.21776503	-0.195851	0.016318055	0.03437442	-0.048336405	0.16982515	-0.047257956	0.046112463	0.037095774	-0.13083284	-0.111006066	0.029791467	0.03514011	-0.13487127	-0.049931515	0.02728351	-0.07904269	0.010516375	-0.059976015	0.098807566	0.09101909	0.15430772	0.023823332	0.08463084	-0.063601434	-0.0009877324	-0.021721546	-0.04802683	-0.03440108	0.068776324	0.003630522
ENSG00000238113	-9.682705	1.2566372	-0.72438645	-1.3247461	1.2742416	0.4396639	-0.32342204	-0.10859185	-0.16747369	-0.8399426	0.2907208	-0.76734614	-0.797971	-0.06819275	-1.5619887	0.50769186	-0.5150632	0.27834314	-0.18220685	-0.49892986	0.6056243	-0.020390123	0.3565766	0.5107697	0.54834765	-0.59356177	-0.36832008	-0.05840959	-0.8662659	-0.01980849	0.34164593	0.33340505	0.08026468	0.03369006	-0.03321922	-0.37934265	0.048461877	0.045535777	-0.47817063	-0.39956212	-0.49643523	-0.18143253	0.16235738	0.48044792	-0.15787224	-0.07262603	-0.031508375	0.3016351	-0.57882595	0.05272037	0.20317285	-0.13263376	0.048881464	0.3784576	0.124254294	0.031235125	-0.21173526	0.046957903	-0.12492238	-0.6260963	-0.12926061	-0.0672732	-0.15023588	0.09439891
ENSG00000135740	-6.2866054	3.9114513	-0.7908022	-0.5689055	0.18242748	-9.326007e-05	-0.19280365	-2.0851293	-3.5335338	-1.4410286	1.3255348	0.028795168	-1.0150846	1.4627923	1.3706793	0.75448805	-0.77638865	-1.4844316	-0.31923017	0.80142605	1.3252841	-0.4981181	-0.43736568	1.1027671	-4.9023743	-2.5835173	-1.8641666	2.084227	0.11082665	-0.21381158	1.7272127	-8.638749e-05	-1.3636148	0.365107	0.73889744	-0.21020696	0.7421754	0.80669445	-1.112817	-0.30799568	-0.48257038	-2.0089574	1.2156591	0.083403744	0.76111645	0.37439212	-0.26316643	0.9428364	-0.8094156	-0.42842996	-0.40788123	0.172465	0.54617167	0.20932072	-0.20453934	-0.10321925	-0.012133042	-0.36399695	-0.19657993	-0.54058313	1.2199979	0.46715578	-1.2937075	0.07364291
ENSG00000261089	-12.5135565	2.4804926	0.23183082	-0.6880032	0.16140497	0.021646952	-0.113931514	-0.08260105	1.0125906	-0.27877244	0.042041373	-1.1369159	-0.123680025	-1.080354	-1.26111	0.41337872	-0.4250052	0.75695425	-0.14448135	-0.56812394	0.54015476	0.058206983	-0.10758386	0.089530155	0.349868	0.21845894	0.31968197	0.32382527	0.1264156	-0.06561548	-0.2598496	-0.044903718	-0.017833626	0.22750743	-0.18831778	0.016734034	0.02109415	-0.050083667	0.15568416	-0.043108802	0.043564223	0.026114197	-0.14215435	-0.11371533	0.010001181	0.036618058	-0.13260205	-0.045872953	0.01582209	-0.06237562	0.01129276	-0.0609134	0.07842602	0.0922084	0.15465896	0.013168415	0.0912047	-0.07916034	-0.0009913011	-0.038322464	-0.045773216	-0.027910808	0.05364337	0.014045166
ENSG00000243483	-12.636992	2.5305336	0.25546867	-0.78009367	0.11352276	-0.020773651	-0.10628585	-0.07691728	0.993216	-0.28539535	0.05005761	-1.1394717	-0.1416749	-1.0856498	-1.2382053	0.46308494	-0.4490106	0.7671453	-0.1395869	-0.60176396	0.5399206	0.05201972	-0.13720192	0.07491582	0.35005337	0.21919914	0.32610738	0.31255034	0.114020616	-0.061711237	-0.2916895	-0.035615332	-0.0016071157	0.21830624	-0.19343928	0.01759059	0.03276472	-0.045448605	0.16746286	-0.04745674	0.045461047	0.033595685	-0.12896433	-0.111610025	0.029350922	0.033779867	-0.13147314	-0.048420835	0.02834062	-0.07824635	0.010241848	-0.0603155	0.09698327	0.09186031	0.15423626	0.021754956	0.08286349	-0.064096056	0.00023508862	-0.02071925	-0.046188373	-0.033994064	0.065264605	0.0015654449
ENSG00000235950	-12.660728	2.5319202	0.25799477	-0.7850369	0.11775687	-0.019802587	-0.10663397	-0.072610565	1.0002416	-0.28157768	0.052263957	-1.144825	-0.13499942	-1.0964127	-1.2543658	0.47070014	-0.44946414	0.77097416	-0.13809676	-0.60891163	0.5366342	0.05035692	-0.13949072	0.07323533	0.35012898	0.22264285	0.3284932	0.315307	0.114270866	-0.06153035	-0.2920045	-0.034924142	-0.0017184003	0.2173891	-0.19597217	0.01645234	0.03436376	-0.047459736	0.16960688	-0.04712803	0.045610864	0.036531452	-0.13057354	-0.111054756	0.029823978	0.035193305	-0.13509749	-0.049923405	0.027221356	-0.07905625	0.010542972	-0.05988496	0.099155225	0.09051288	0.1545482	0.023825435	0.0847784	-0.06339475	-0.0007839694	-0.021477949	-0.04859436	-0.0340837	0.06888746	0.0038364665
ENSG00000231238	-12.657607	2.5338924	0.25757575	-0.78513086	0.11798351	-0.019745754	-0.106673785	-0.07416195	0.9980971	-0.28157088	0.052624557	-1.1436995	-0.13526493	-1.0952692	-1.2524076	0.47032446	-0.44999602	0.77015454	-0.13828492	-0.6080064	0.53720075	0.05048077	-0.13926889	0.07270773	0.35039958	0.22225642	0.32816026	0.31493574	0.11434245	-0.061541285	-0.2919134	-0.035079915	-0.0015034733	0.21764602	-0.19688316	0.016316887	0.035081193	-0.049240407	0.17071296	-0.047183484	0.045825943	0.038171496	-0.13176161	-0.11116119	0.029718494	0.034678996	-0.13479541	-0.049992215	0.027430516	-0.078563556	0.010244755	-0.059604548	0.09855876	0.09071072	0.15456067	0.023693979	0.08425705	-0.064027995	-0.000927374	-0.02181912	-0.047746472	-0.034082443	0.06702654	0.0035385047
ENSG00000117595	9.148855	-8.804419	40.31275	0.46041137	3.4398487	2.2412484	0.11075807	-1.5324495	0.9744638	-0.37453058	-1.6531352	-0.28757432	-3.2303984	0.08806056	-4.795014	0.47488096	2.4390311	-1.3433038	0.6123361	2.2088616	1.5077631	-1.3675636	4.1130447	-2.7396653	-4.092171	0.86575717	-1.4307282	1.1305336	-1.0268507	0.25770393	-1.0622844	0.07223462	-2.6807399	-1.3092842	-0.3006322	4.5783505	0.79008067	1.4608	-1.2471066	0.7657961	1.7252575	-2.5547156	-0.93738884	-1.1947986	0.48754886	-0.1004244	2.8722239	2.467583	-0.7916796	2.7591362	1.7391832	0.8054352	2.3452902	-4.669415	0.10678587	-0.10091722	2.308131	-2.5029058	-1.1315423	0.3194604	1.4776616	-1.3342738	1.2732707	0.42671248
ENSG00000232009	-12.65496	2.5337613	0.25798085	-0.78363985	0.117583364	-0.020333547	-0.10669023	-0.07401016	0.99591833	-0.2808429	0.053671442	-1.1427635	-0.13677737	-1.0944467	-1.2534819	0.47241274	-0.44979462	0.76787853	-0.13785225	-0.6081609	0.5353525	0.049148183	-0.13922523	0.073399514	0.34678596	0.21993293	0.3277307	0.31649587	0.11491708	-0.061608627	-0.2924826	-0.03570027	-0.0023777669	0.21736307	-0.1952662	0.017383765	0.033955928	-0.044533264	0.16774072	-0.047366712	0.045118477	0.034212057	-0.1291827	-0.109837845	0.030256575	0.035566013	-0.13470814	-0.049976323	0.026358614	-0.08014621	0.010210618	-0.05978879	0.09984471	0.089782976	0.15453583	0.02361628	0.084145725	-0.063289054	-0.0008144933	-0.021441758	-0.04858143	-0.0339952	0.06848103	0.0037953272
ENSG00000184007	88.13813	-5.968442	-16.974197	1.7567059	-0.3970884	-6.0222735	-0.82321066	7.4325876	-10.603253	0.076912686	4.3737984	-1.355063	10.876633	-4.0841413	10.293761	0.4640645	-2.4201913	-9.540621	4.4983177	-0.13524838	0.63036555	6.0820107	-8.375716	-10.901242	6.475388	14.224195	-0.8580756	-4.215488	-8.335657	0.7412687	6.242767	-0.09618597	-2.0658298	-6.627732	2.800366	0.9038914	-4.5524306	3.6837008	-2.8800185	1.0926523	3.0942132	4.7956276	0.37080348	0.012901011	-2.4713864	-4.6929517	-0.9575974	-3.2773323	1.1763029	0.35748422	1.4158939	-0.5469658	0.7565411	-0.19146706	-1.0636048	-1.3219805	-5.5659356	3.221065	4.595388	2.932696	-3.53131	-0.22826038	-1.9896046	0.3631732
ENSG00000244167	-12.494102	2.4344563	0.24286243	-0.7983182	0.14608006	-0.0080112675	-0.105895	-0.10308958	0.9802935	-0.32284176	0.05292873	-1.1825577	-0.090792246	-1.0657135	-1.2599279	0.44908446	-0.4447301	0.7442836	-0.13055012	-0.66207063	0.58979076	0.029806513	-0.09170441	0.103052035	0.32141745	0.20555145	0.28948107	0.2788802	0.09329344	-0.06304308	-0.24697638	-0.03841117	-0.025582328	0.20525728	-0.1684687	0.022810549	0.045827936	-0.052236862	0.14269504	-0.050854426	0.030648211	0.0370391	-0.12050965	-0.09649829	0.028329784	0.025339538	-0.1250883	-0.029972931	0.031505633	-0.0240254	0.004313336	-0.058857195	0.066696644	0.053382453	0.13624942	0.032569803	0.072405234	-0.07224195	-0.0027279833	-0.0028816566	-0.051981375	-0.0103113325	0.047313392	0.0025744764
ENSG00000205542	1794.7778	-928.5787	-613.30444	-394.86832	376.01663	71.49429	0.5080324	-168.721	-44.97029	11.567873	84.252495	-118.168015	247.91756	-35.952045	-14.983613	16.399948	-19.455647	25.174694	-37.21257	115.64887	111.96944	16.928837	-13.443832	55.386486	-14.268311	0.4773313	-1.3342955	-22.803091	36.12082	1.5047339	-71.78516	15.378196	-8.466872	-15.20316	5.1781535	3.311062	3.7825358	4.0266223	-2.2483757	-3.8419905	4.289294	-0.59840083	5.4811206	11.112843	1.4977858	-0.48965776	-3.714478	0.7258004	-2.00831	-3.546997	1.7046307	-0.8959179	6.456277	7.582149	3.5179543	0.8196866	6.596537	-6.01957	-1.6167945	-2.882396	4.620095	3.134472	2.0601988	-0.53680086
ENSG00000249955	-12.506855	2.6035235	0.25954577	-0.7830372	0.10960601	-0.020089218	-0.10588926	-0.14350843	0.89921385	-0.28557387	0.08999482	-1.1185715	-0.14527181	-1.0706701	-1.2456466	0.4920058	-0.4764935	0.7190619	-0.1393636	-0.5947645	0.5379582	0.057471275	-0.11859118	0.015498535	0.37474793	0.23459928	0.33270606	0.32898358	0.11159993	-0.06047834	-0.27349442	-0.008377008	-0.033399954	0.22483003	-0.20322709	0.03190998	0.024121372	-0.11778231	0.22066994	-0.060285933	0.06254334	0.07119393	-0.19335108	-0.11891026	-0.0012544849	0.03225866	-0.123341486	-0.04087697	0.00054780976	-0.07135402	0.023455743	-0.04878594	0.074287705	0.11685609	0.13161953	0.017766725	0.09080629	-0.061281387	0.020545794	-0.055532005	-0.026873592	-0.020358128	0.053569462	0.026400795
ENSG00000101391	13.759843	-2.300764	0.71054584	3.4492922	-1.4499995	-1.0927923	0.10158495	-0.5423597	-2.4852214	-1.08966	0.22924034	0.5966057	-0.98373944	1.356321	1.5364604	-0.5489061	0.08950416	-1.0873195	-0.72701037	2.6453831	-0.4339301	0.08640372	0.46197724	-0.08655502	-1.6509858	-2.0974522	-2.0353217	-1.6104279	-0.49162132	-0.00972047	1.0269932	0.02812387	0.8163753	-0.63681597	-0.23344016	0.6419265	-0.2719096	1.1467761	-1.4851861	-0.26885635	-0.7759484	-0.29629913	0.17543499	0.7248148	-0.58311665	-0.21042803	0.7283771	0.40511423	-0.67270166	0.25795725	-0.110399276	-0.2691957	-0.54725456	-0.7815595	0.067612216	-0.65997857	-0.108903036	0.16914222	0.17999867	0.22773091	0.28234178	-0.28355584	-0.5284491	0.29149655
ENSG00000234213	-12.509862	2.5388832	0.25304282	-0.76867294	0.10152607	-0.027808486	-0.10652747	-0.08051383	0.957585	-0.29632974	0.04297619	-1.1194295	-0.14370611	-1.0434262	-1.166361	0.43059638	-0.43202674	0.74132574	-0.15056916	-0.5584734	0.5358624	0.05528722	-0.13677007	0.06982135	0.3224563	0.19877045	0.3136624	0.3030755	0.11187789	-0.06223905	-0.30044186	-0.04148711	-0.0067947446	0.21411659	-0.1915207	0.030762233	0.030640496	-0.031030638	0.15218996	-0.049495455	0.038036555	0.029427169	-0.13000001	-0.09951629	0.03420912	0.045121282	-0.13192677	-0.05433613	0.024069367	-0.08037137	0.009193211	-0.058264934	0.10630188	0.076543204	0.14375252	0.019237472	0.079170056	-0.05762641	-0.0026981356	-0.021662546	-0.050973993	-0.028436277	0.0676095	0.012693184
ENSG00000164967	16.795002	2.73647	0.24608588	2.3781655	-3.0481627	-2.1049094	-0.80924857	8.000963	-4.5737257	-4.4042974	0.13061434	-0.7150453	3.4463344	1.2717239	1.1070956	-1.5406197	1.1868494	-0.65566784	0.32584783	0.59864366	1.1434333	-0.8393246	0.441934	-0.8154292	0.119718485	-1.8792267	-0.36228195	0.01671154	-2.5670543	0.06802477	0.7028418	0.986085	1.2058245	-1.7958173	0.5766659	-1.3811929	0.3832205	-0.42183205	-0.6871085	0.17987362	-0.725222	2.2786405	2.3584883	0.31733108	-0.7889709	-0.38999343	-0.7037042	0.6455386	-0.021263657	0.5205538	1.188529	-1.1068454	0.3197455	0.30140102	0.7235023	-0.7288047	0.27811623	0.4488119	-0.74793816	-2.0530922	0.44741505	0.69403666	-0.5818335	-1.0307482
ENSG00000212230	-12.660298	2.5316038	0.2581267	-0.7850934	0.11771582	-0.019852653	-0.10663685	-0.07232927	1.0002398	-0.28158733	0.052157212	-1.144824	-0.1350812	-1.0964587	-1.2544069	0.47063997	-0.44942507	0.7709536	-0.13811901	-0.60897946	0.5367655	0.050339676	-0.1394623	0.07318634	0.35005757	0.22261184	0.32848874	0.31547242	0.11454882	-0.061582234	-0.29151165	-0.034998953	-0.0019457549	0.21712172	-0.1958887	0.016437912	0.03440739	-0.047647577	0.16940944	-0.0472794	0.04547643	0.036745664	-0.1303995	-0.111440316	0.02952554	0.035821922	-0.13493675	-0.049620625	0.026990376	-0.078930035	0.010669372	-0.059464436	0.09904712	0.09109023	0.15478699	0.02365973	0.0849763	-0.063503005	-0.00056657684	-0.021582164	-0.048830703	-0.034136966	0.06908315	0.0038164956
ENSG00000152767	3.2049832	-1.0667799	-2.0881395	4.7992334	-1.01981	-0.008578051	0.3324326	-1.7200034	1.1338303	1.0348144	-0.5886353	0.43985474	0.36983037	-0.21480371	-1.0943934	-2.0641289	0.7050578	0.5122091	1.3806963	-0.6296848	-0.658323	0.8835072	-0.53750056	1.076642	0.22005461	1.1937162	-0.72037023	-1.8082047	0.4750172	-0.035204448	-0.022986444	0.8899737	-0.9958497	0.9669136	2.0615964	1.5518888	-0.035090502	-0.06808809	-0.27517515	-0.13163443	-0.26219735	1.7345392	-2.7396271	0.2625351	0.755985	0.3206482	-0.7169845	-0.36545748	0.22844186	2.295027	0.1810744	0.8014396	-1.8273381	-1.3006446	-0.9174324	-0.04044573	0.47778347	1.1069052	0.8095515	0.48354682	0.6143193	-0.35134912	-0.015349992	-0.025690444
ENSG00000214145	-12.230747	2.617545	0.45656857	-0.7209406	0.16790864	0.013697081	-0.108792864	-0.2554033	0.80571157	-0.3253425	0.12128225	-0.96356726	-0.15496844	-1.011282	-0.9108573	0.716895	0.72259086	1.4323795	-0.15062644	-0.64551973	0.58054334	0.12848829	-0.15850711	0.09092085	0.48527485	0.14519593	0.37987924	0.3191276	0.14473486	-0.06412594	-0.27556977	-0.0022824458	-0.03740396	0.25252587	-0.13517816	-0.041124206	0.075402826	-0.050787892	0.18503824	-0.043004226	0.13021702	0.051168025	-0.13473003	-0.07557721	0.10306826	0.0066940608	-0.095038064	-0.0014049751	0.022750102	-0.012713153	0.041040353	-0.1834947	0.13110735	0.08581596	0.5562267	0.06478436	0.061091367	-0.22847423	0.12456012	0.119247906	0.034280445	-0.050659157	0.101958714	-0.009679824
ENSG00000269543	-12.551523	2.5741162	0.25362355	-0.746161	0.05905379	-0.032180168	-0.10260729	-0.11658778	0.9344549	-0.3416283	-0.011085383	-1.0559347	-0.22712603	-0.94010574	-0.90546864	0.2626866	-0.43802893	0.78043026	-0.18183662	-0.48748466	0.6038503	0.096275076	-0.10894652	0.08261846	0.35350376	0.24464771	0.35275495	0.32316548	0.12480372	-0.060799696	-0.3121862	-0.044512905	-0.035743926	0.2125149	-0.17725971	0.02550521	0.035608325	-0.064030915	0.18616387	-0.04501629	0.06467539	0.022935953	-0.13397813	-0.11053812	0.02817953	0.029207606	-0.12017365	-0.050243963	0.023767205	-0.08356402	-0.017661436	-0.06032368	0.09504754	0.10310543	0.14813276	0.018662633	0.08123636	-0.07158657	0.010000585	-0.015180626	-0.042175416	-0.031986147	0.062695295	0.0038118376
ENSG00000102683	-4.5995035	7.921562	0.51444626	-1.5809649	-1.9354243	-3.4345093	-1.0912937	11.900498	3.640226	0.059302907	-1.3359599	-5.7148447	4.000617	1.5870643	-0.011093924	3.150902	0.026931223	0.28486523	-0.9509837	3.34794	1.7102963	2.7983098e-05	1.5558729	0.058624726	0.7950838	-0.20575334	0.07195099	0.52720845	-0.7997798	-0.051298037	-0.18854122	-1.2584938	-0.6684893	-0.25688267	0.096659265	0.1612671	-0.58627856	0.8587007	-0.3422583	0.24062574	0.64391714	0.94540995	-0.13682073	-0.41264135	-0.036931634	0.7909201	-0.744477	-0.31078956	0.8713375	1.0464087	0.3527633	-4.4611	0.039973196	-0.9336544	-1.3635243	0.26140067	-1.5779251	-0.1641656	-1.2244583	-0.70570505	1.8216264	0.14927676	1.2243758	-0.5196103
ENSG00000158483	-9.554704	1.6427025	0.48709098	-0.120681904	0.056937784	-0.056204673	-0.07669251	-0.23595406	0.8834228	-0.31703365	0.112423226	-1.1067133	0.20077017	-0.87829834	-1.1572301	0.32257867	-0.25478393	0.62068963	0.11439091	-0.95857334	0.29133588	0.057552665	-0.12035036	0.31195867	0.42672855	0.24157003	0.10522584	0.05701895	-0.054185923	-0.041787155	-0.19166352	0.102442026	0.25482604	0.18537568	-0.30143806	0.062676854	-0.008454221	-0.027419796	0.08600007	-0.04590171	0.014359575	0.043664355	-0.055676874	-0.09294427	-0.042718418	-0.028366186	-0.00024571834	0.10856806	-0.003805997	-0.1257284	0.16488127	-0.07629549	0.039501086	-0.021997843	0.3044454	-0.19188102	0.010111573	0.12541537	-0.012666263	-0.067353286	-0.0286076	0.009674917	0.16957715	-0.04228968
ENSG00000130254	40.17705	-3.759428	-3.8720965	9.870465	-5.833624	-3.0401204	0.5496333	-4.486226	-10.798562	0.52427846	2.3995597	6.6605353	-7.1751385	7.7648573	2.583674	0.92190224	-0.002010172	-5.154624	0.22707266	5.4935064	-3.2605655	-1.1723706	-1.5457356	1.9253379	-3.9777453	-7.158803	-3.5108492	-3.2284727	0.08146793	-0.26579416	1.4956713	-2.6742198	0.4498937	-2.359815	2.5677853	1.7713175	0.64435863	5.1910853	-3.0528345	0.7799609	-2.4043324	-4.723322	3.3863823	2.2239807	-1.1433054	-0.87896603	2.1177878	1.4362078	0.03667134	0.103199676	0.41513196	0.2666135	-1.29083	1.3746195	-1.1420101	-0.23884681	0.8029163	-1.1199725	1.165872	0.063613504	2.5578012	0.12390943	-3.2707818	-1.6987958
ENSG00000226552	-12.64548	2.5291886	0.25849524	-0.7848194	0.11669139	-0.019451756	-0.10599404	-0.07665637	0.99743223	-0.28559488	0.047064934	-1.1393911	-0.13862841	-1.0876176	-1.2320184	0.45528534	-0.44575304	0.7686967	-0.14151466	-0.5976032	0.5412736	0.053883445	-0.13781138	0.07399568	0.35049874	0.22050156	0.3275704	0.3140327	0.114123546	-0.061490543	-0.2922762	-0.035756145	-0.0065065697	0.21489888	-0.19399422	0.020025471	0.033973787	-0.046722922	0.1683435	-0.047956116	0.045823175	0.037905075	-0.1360239	-0.109682366	0.031052856	0.035837602	-0.13519922	-0.050548296	0.028513892	-0.07640993	0.009540399	-0.05839113	0.09731455	0.08602325	0.15152578	0.023472775	0.08542718	-0.06253512	-0.00065930176	-0.019312013	-0.048893202	-0.031693786	0.06968317	0.0058169146
ENSG00000273010	-12.198655	2.6528497	0.24667442	-0.68679297	0.018089635	-0.031191772	-0.10613281	-0.20051461	0.75243545	-0.47645333	-0.090712994	-0.9257067	-0.35186005	-0.7014778	-0.3425525	-0.0014830065	-0.40287793	0.7326907	-0.23920943	-0.31108737	0.7218302	0.1696686	-0.060989507	0.068841	0.33677465	0.2668289	0.3424041	0.30447698	0.119707555	-0.05443998	-0.33907083	-0.0026241082	-0.06033808	0.20362593	-0.19508238	0.0084731635	0.05023735	-0.08503051	0.19386716	-0.058244567	0.060350493	0.02832205	-0.13947767	-0.091842405	0.027760115	0.023841958	-0.10193506	-0.05789083	0.016690612	-0.09356032	-0.01594609	-0.059012137	0.09570469	0.10829508	0.16064861	0.018415097	0.07623244	-0.0741487	-0.012013101	-0.023614662	-0.039267212	-0.04846728	0.045715325	-0.0087965
ENSG00000230495	-12.159052	2.3408246	0.2163006	-0.70862967	0.010625846	-0.1026575	-0.07596163	-0.10267497	1.0896473	-0.08278932	0.0605599	-1.0683935	-0.10425545	-1.0810221	-1.2824342	0.36224195	-0.44748223	0.80732214	-0.15711412	-0.5731211	0.45139673	0.061651792	-0.18015148	0.12577976	0.30923325	0.19654489	0.29237378	0.26428252	0.13334642	-0.06234039	-0.31062087	-0.04798988	0.03884867	0.18970262	-0.063146256	0.08747334	-0.05721853	-0.03088445	0.18752919	-0.021840436	0.056569308	0.003979019	-0.15956488	-0.1363435	0.0074720955	0.04163816	-0.10352818	-0.008526217	0.012174706	-0.027881587	-0.009116724	-0.049661063	0.07177741	0.06994854	0.14906216	0.010518185	0.09694484	-0.08603242	0.028488103	-0.015309995	-0.023035085	-0.04250025	0.04731152	0.018933931
